,Year,Term,YearTerm,Subject,Number,Name,Description,Credit Hours,Section Info,Degree Attributes,Schedule Information,CRN,Section,Status Code,Part of Term,Section Status,Enrollment Status,Type,Start Time,End Time,Days of Week,Room,Building,Instructors
15831,2020,Spring,2020-sp,HNDI,202,Elementary Hindi-Urdu II,"Second term of spoken Hindi/Urdu; includes conversation with a native Hindi/Urdu-speaking tutor under the direction of a linguist instructor, formal grammar based on conversational materials, and work on written Hindi; concentration on written Urdu by arrangement. Participation in the language laboratory is required. Prerequisite: HNDI 201.",5 hours.,Prerequisite: HNDI 201.,,,33836,AE1,A,1,A,Open,LAB,02:00 PM,02:50 PM,W,1024,Foreign Languages Building,"Mishra, M;Shailendra Irfan, -"
15833,2020,Spring,2020-sp,HNDI,404,Intermediate Hindi II,"Concentration on ability to engage in reasonably fluent discourse in Hindi, on comprehensive knowledge of formal grammar, and on ability to read ordinary texts in Hindi. 4 undergraduate hours. 4 graduate hours. Prerequisite: HNDI 403 or equivalent.",4 hours.,4 undergraduate hours. 4 graduate hours. Prerequisite: HNDI 403 or equivalent.,,,33840,A,A,1,A,Open,LAB,02:00 PM,02:50 PM,W,,,"Mishra, M;Tamot, P"
15835,2020,Spring,2020-sp,HNDI,406,Advanced Hindi II,Course for advanced knowledge of spoken and written Hindi with emphasis on modern Hindi literature and language. Participation in the language laboratory is required. 3 undergraduate hours. 3 graduate hours. Prerequisite: HNDI 405 or consent of instructor.,3 hours.,3 undergraduate hours. 3 graduate hours. Prerequisite: HNDI 405 or consent of instructor.,,,33841,T,A,B,A,Open,ONL,01:00 PM,02:20 PM,S,,,"Mishra, M"
15837,2020,Spring,2020-sp,HORT,100,Introduction to Horticulture,"Basic principles of plant growth and development as they apply to the production, marketing, and utilization of fruits, vegetables, and ornamental plants. Credit is not given for both HORT 100 and HORT 106.",3 hours.,Credit is not given for both HORT 100 and HORT 106.,,,56037,ONL,A,1,A,Open,ONL,ARRANGED,,,,,"Taylor, A"
15844,2020,Spring,2020-sp,HORT,180,Medicinal Plants and Herbology,"The use of cultivated and wild plants in medicines and health products according to Eastern and Western medical traditions. Consideration of herbal medicine use from ancient times to the present, important medicinal chemicals produced by plants, and the evaluation of plant chemical products as potential human medicines. Same as CPSC 180.",3 hours.,Same as CPSC 180.,,,34186,A,A,1,A,CrossListOpen,LCD,11:00 AM,11:50 AM,MWF,W109,Turner Hall,"Riggins, C"
15846,2020,Spring,2020-sp,HORT,199,Special Topics,Experimental course on a special topic in horticulture. Approved for Letter and S/U grading. May be repeated as topics vary.,1 TO 4 hours.,Approved for Letter and S/U grading. May be repeated as topics vary.,,,70666,SSF,A,B,A,Open (Restricted),LCD,ARRANGED,,,,,
15847,2020,Spring,2020-sp,HORT,240,Plant Propagation,"Examines theories and methods employed in propagation of plants, emphasizing anatomical, physiological, and ecological principles involved in sexual propagation (seeds) and asexual propagation (division, cuttings, budding, grafting, tissue culture, etc.) Prerequisite: IB 103.",3 hours.,Prerequisite: IB 103.,,,67448,OLP,A,1,A,Open (Restricted),ONL,ARRANGED,,,,,"Briskin, D"
15848,2020,Spring,2020-sp,HORT,261,Biotechnology in Agriculture,Same as CPSC 261. See CPSC 261.,3 hours.,Same as CPSC 261. See CPSC 261.,Nat Sci & Tech - Life Sciences course.,,31521,A,A,1,A,CrossListOpen,LCD,09:30 AM,10:50 AM,TR,W203,Turner Hall,"Moose, S"
15849,2020,Spring,2020-sp,HORT,294,On-Campus Horticulture Internship,"Supervised, on-campus learning experience with faculty engaged in research. Approved for S/U grading only. May be repeated in separate terms. Independent Study courses are limited to 12 hours total applying to a degree in ACES. For registration in this course students should contact the Department Undergraduate Program Coordinator. Prerequisite: Sophomore standing, 2.0 GPA, consent of the advisor, and consent of the Department Undergraduate Program Coordinator.",1 TO 5 hours.,"Approved for S/U grading only. May be repeated in separate terms. Independent Study courses are limited to 12 hours total applying to a degree in ACES. For registration in this course students should contact the Department Undergraduate Program Coordinator. Prerequisite: Sophomore standing, 2.0 GPA, consent of the advisor, and consent of the Department Undergraduate Program Coordinator.",,,39153,,A,1,A,Open (Restricted),INT,ARRANGED,,,,,
15850,2020,Spring,2020-sp,HORT,341,Greenhouse Mgmt and Production,"The course focuses on how controlled environments can be managed to obtain optimal plant growth. Lectures cover greenhouse operations, management, and production, including: greenhouse design, location, glazing, heating, cooling, environmental control, irrigation systems, light control, root media, fertilization, watering, integrated pest management, and automation. The course also has a large laboratory component, in which students conduct experiments in the greenhouse. A required all-day field trip to nearby greenhouse operations rounds out the course experience. Additional fees may apply. See Class Schedule. Prerequisite: NRES 201 and HORT 100.",4 hours.,Additional fees may apply. See Class Schedule. Prerequisite: NRES 201 and HORT 100.,,,62293,A,A,1,A,Open,LAB,09:00 AM,11:50 AM,F,1125,Plant Sciences Laboratory,"Sacks, E"
15852,2020,Spring,2020-sp,HORT,361,Small Fruit Production,"Technological application of biological principles to the culture of strawberry, grape, blueberry, raspberry, blackberry, currant, gooseberry, and miscellaneous small fruits. Prerequisite: HORT 100 or IB 103.",2 hours.,Prerequisite: HORT 100 or IB 103.,,,63547,A,A,A,A,Open,LCD,12:00 PM,01:50 PM,MW,1303,Plant Sciences Laboratory,"Taylor, A"
15853,2020,Spring,2020-sp,HORT,393,Off-Campus Horticulture Internship,"Supervised, off-campus experience in a field directly pertaining to a subject matter in horticulture. Approved for S/U grading only. May be repeated in separate terms. Independent Study courses are limited to 12 hours total applying to a degree in ACES. For registration in this course students should contact the Department Undergraduate Program Coordinator. Prerequisite: Sophomore standing, cumulative GPA of 2.0 or above at the time the internship is arranged, and consent of instructor.",1 TO 5 hours.,"Approved for S/U grading only. May be repeated in separate terms. Independent Study courses are limited to 12 hours total applying to a degree in ACES. For registration in this course students should contact the Department Undergraduate Program Coordinator. Prerequisite: Sophomore standing, cumulative GPA of 2.0 or above at the time the internship is arranged, and consent of instructor.",,,70103,,A,1,A,Open (Restricted),INT,ARRANGED,,,,,
15854,2020,Spring,2020-sp,HORT,395,Undergrad Research or Thesis,"Independent research, special problems, thesis, development and/or design work under the supervision of an appropriate member of the faculty. May be repeated. Independent Study courses are limited to 12 hours total applying to a degree in ACES. Prerequisite: Cumulative GPA of 2.5 or above at the time the activity is arranged and consent of instructor.",1 TO 4 hours.,May be repeated. Independent Study courses are limited to 12 hours total applying to a degree in ACES. Prerequisite: Cumulative GPA of 2.5 or above at the time the activity is arranged and consent of instructor.,,,70276,,A,1,A,Open (Restricted),RES,ARRANGED,,,,,
15855,2020,Spring,2020-sp,HORT,396,Ug Honors Research or Thesis,"Individual research, special problems, thesis, development and/or design work under the direction of the Honors advisor. May be repeated. Independent Study courses are limited to 12 hours total applying to a degree in ACES. Prerequisite: Junior standing, admission to the ACES Honors Program, and consent of instructor.",1 TO 4 hours.,"May be repeated. Independent Study courses are limited to 12 hours total applying to a degree in ACES. Prerequisite: Junior standing, admission to the ACES Honors Program, and consent of instructor.",,,34212,,A,1,A,Open (Restricted),RES,ARRANGED,,,,,
15856,2020,Spring,2020-sp,HORT,430,Children and Nature,"Study of research theory and evidence suggesting the importance of children's contact with natural environments including, designed urban greenspaces, managed sustainable landscapes, and wilderness, for healthy child development, ecological literacy, and pro-environmental behavior as adults. Discussion of research implications and applications for redesigning our communities' outdoor spaces, societal values, public policies and education systems to foster children's access to, and bonding with, nature. Same as LA 430. 2 undergraduate hours. 2 graduate hours.",2 hours.,Same as LA 430. 2 undergraduate hours. 2 graduate hours.,,,68725,OLP,A,B,A,CrossListOpen (Restricted),ONL,07:00 PM,08:30 PM,W,,,"Taylor, A"
15858,2020,Spring,2020-sp,HORT,453,Principles of Plant Breeding,Same as CPSC 453. See CPSC 453.,4 hours.,Same as CPSC 453. See CPSC 453.,,,31556,A,A,1,A,CrossListOpen,LAB,02:00 PM,03:50 PM,T,W9,Turner Hall,"Diers, B"
15861,2020,Spring,2020-sp,HORT,566,Plant Gene Regulation,Same as CPSC 566. See CPSC 566.,4 hours.,Same as CPSC 566. See CPSC 566.,,,46198,A,A,1,A,CrossListOpen (Restricted),LCD,09:30 AM,10:50 AM,TR,W115,Turner Hall,"Studer, A"
15862,2020,Spring,2020-sp,HRD,402,Business Principles for HRD,"Study of essential business understandings, knowledge, and skills required for HRD professionals to interact effectively with others in the business community. 3 undergraduate hours. 4 graduate hours.",3 OR 4 hours.,3 undergraduate hours. 4 graduate hours.,,,66747,G4,A,A,A,CrossListOpen (Restricted),ONL,04:00 PM,06:00 PM,T,,,"Kuchinke, K"
15864,2020,Spring,2020-sp,HRD,411,Instructional and Training System Design,"Provides instruction and practice in the selection, organization, and preparation of content for instructional programs in business and technical settings. Provides students with a theoretical orientation to instructional design as well as the opportunity to experience the instructional design process as it applies to business and technical settings through the development of instructional materials. 3 undergraduate hours. 4 graduate hours.",3 OR 4 hours.,3 undergraduate hours. 4 graduate hours.,,,62802,MTC,A,A,A,Open (Restricted),ONL,06:00 PM,08:00 PM,R,,,"Oh, E"
15865,2020,Spring,2020-sp,HRD,415,Diversity in the Workplace,"Assists educators, as well as trainers and managers in business and industry, to effectively recognize and understand diversity in school and work settings. Activities focus on understanding the nature of diverse populations, their unique learning needs, and potential collaborative efforts between educators and work place personnel. 3 undergraduate hours. 4 graduate hours.",3 OR 4 hours.,3 undergraduate hours. 4 graduate hours.,,,60115,A,A,1,A,CrossListOpen (Restricted),LCD,09:00 AM,11:50 AM,W,162,Education Building,"Gallaher, J"
15867,2020,Spring,2020-sp,HRD,472,Learning Technologies,"The course addresses two important needs of educators. First, educators should be aware of recent developments in the area of instructional technology. Second, educators must be able to select, develop, and effectively use appropriate instructional technologies to enhance learning and communication. To meet these needs, this course covers a wide range of instructional technologies that are used for instructional and administrative purposes. Traditional instructional media are considered in the course although significant emphasis is placed on more recent developments that involve the use of the computer and its applications in education. Instructional technologies such as computer-based instruction, computer-based testing, distance learning, interactive video, and intelligent instructional technologies are covered. Through course readings, discussions, and projects, students in the course are expected to gain skills in choosing appropriate instructional technologies, designing effective presentations that rely on those technologies, and properly using instructional technologies to enhance communication with an audience. Same as CI 484. 3 undergraduate hours. 4 graduate hours. Prerequisite: HRD 411 or equivalent course in instructional design.",3 OR 4 hours.,Same as CI 484. 3 undergraduate hours. 4 graduate hours. Prerequisite: HRD 411 or equivalent course in instructional design.,,,67663,MTC,A,B,A,CrossListOpen (Restricted),ONL,06:00 PM,08:00 PM,R,,,"Li, J"
